,Latitude,Longtitude,City,Temp,Humidity,Cloudiness,Wind Speed,Date,Country
57,45.6169,-61.3485,Port Hawkesbury,37.81,96,100,11.99,2022-01-30 09:22:04,CA
58,58.0106,114.2769,Balakhninskiy,-19.07,100,44,1.92,2022-01-30 09:22:05,RU
59,-46.6,168.3333,Bluff,60.8,93,100,7.74,2022-01-30 09:22:05,NZ
60,-53.15,-70.9167,Punta Arenas,39.31,70,0,8.05,2022-01-30 09:20:00,CL
61,35.9122,116.3117,Zhoucheng,43.5,46,6,9.73,2022-01-30 09:22:06,CN
62,-24.8667,113.6333,Carnarvon,86.07,66,2,17.27,2022-01-30 09:21:47,AU
63,60.9167,-46.05,Narsaq,7.02,74,92,9.86,2022-01-30 09:22:06,GL
64,-5.5502,150.1429,Kimbe,77.79,89,94,3.33,2022-01-30 09:22:07,PG
65,-16.4833,-151.75,Faanui,79.99,74,100,8.43,2022-01-30 09:22:07,PF
66,-25.3333,-57.5333,San Lorenzo,68.59,73,0,1.99,2022-01-30 09:22:07,PY
67,66.1451,-65.7125,Pangnirtung,-22.25,97,100,4.36,2022-01-30 09:22:08,CA
68,64.5667,143.2,Ust-Nera,-19.32,100,85,1.61,2022-01-30 09:22:08,RU
69,-0.7393,-90.3518,Puerto Ayora,72.9,84,100,6.64,2022-01-30 09:22:08,EC
70,-2.5744,150.7967,Kavieng,81.75,77,100,6.2,2022-01-30 09:22:09,PG
71,18.7369,7.3853,Arlit,70.83,12,2,12.08,2022-01-30 09:22:09,NE
72,-33.65,115.3333,Busselton,79.05,48,0,22.01,2022-01-30 09:22:10,AU
73,36.6177,-121.9166,Pacific Grove,45.99,75,0,1.99,2022-01-30 09:22:10,US
74,2.1,99.8333,Rantauprapat,85.51,67,94,3.15,2022-01-30 09:17:45,ID
75,40.802,-72.8409,Mastic,12.22,53,0,12.66,2022-01-30 09:22:11,US
76,64.3833,-173.3,Provideniya,4.19,78,6,5.08,2022-01-30 09:22:12,RU
77,31.1783,115.0319,Macheng,40.26,70,100,2.08,2022-01-30 09:22:12,CN
78,47.6167,-57.6152,Burgeo,42.89,100,100,21.9,2022-01-30 09:22:13,CA
79,38.421,-121.4238,Laguna,42.1,89,0,3.44,2022-01-30 09:22:13,US
80,31.4044,30.4164,Rosetta,57.4,56,98,16.98,2022-01-30 09:22:14,EG
81,55.6056,31.1967,Velizh,28.72,95,100,11.68,2022-01-30 09:22:14,RU
82,55.7435,-97.8558,Thompson,-3.84,84,100,2.3,2022-01-30 09:22:14,CA
83,-22.116,14.2845,Henties Bay,68.86,75,96,6.89,2022-01-30 09:22:15,NA
84,67.45,153.6833,Srednekolymsk,-29.33,100,74,1.34,2022-01-30 09:22:15,RU
85,18.3851,42.4509,Faya,63.12,39,31,12.1,2022-01-30 09:22:15,SA
86,-28.7667,114.6,Geraldton,81.01,65,0,21.85,2022-01-30 09:22:16,AU
87,-17.0742,-41.4844,Padre Paraíso,65.21,93,98,3.22,2022-01-30 09:22:16,BR
88,34.2001,-90.5709,Clarksdale,36.57,69,75,8.05,2022-01-30 09:22:16,US
89,48.5,-58.4318,Stephenville Crossing,42.93,93,100,13.8,2022-01-30 09:22:17,CA
90,68.3499,-133.7218,Inuvik,-15.74,76,100,3.44,2022-01-30 09:22:18,CA
91,-12.7761,15.7392,Huambo,67.8,68,100,0.0,2022-01-30 09:22:18,AO
92,-33.918,25.5701,Port Elizabeth,75.49,73,0,10.36,2022-01-30 09:22:19,ZA
93,-19.9,48.8,Mahanoro,82.18,65,30,8.9,2022-01-30 09:22:19,MG
94,-20.7377,116.8463,Karratha,84.92,66,97,29.26,2022-01-30 09:22:20,AU
95,-1.8283,-44.8683,Cururupu,72.34,97,100,3.49,2022-01-30 09:22:20,BR
96,66.3167,-179.1667,Egvekinot,-4.67,64,17,4.72,2022-01-30 09:22:21,RU
97,-24.7911,-50.0119,Castro,61.39,99,100,5.14,2022-01-30 09:22:21,BR
98,-18.95,-57.8,Puerto Suárez,73.63,90,73,1.32,2022-01-30 09:22:21,BO
99,51.3223,42.7678,Kamenka,27.09,96,91,11.56,2022-01-30 09:22:22,RU
100,15.85,-97.0667,Puerto Escondido,73.02,54,0,6.96,2022-01-30 09:22:22,MX
101,28.6585,-17.9182,Los Llanos de Aridane,54.12,74,0,8.99,2022-01-30 09:22:23,ES
102,-33.8667,121.9,Esperance,79.77,52,13,24.83,2022-01-30 09:22:23,AU
103,14.3,-91.9167,Champerico,74.28,75,6,5.1,2022-01-30 09:22:23,GT
104,35.3733,-119.0187,Bakersfield,41.81,70,0,3.44,2022-01-30 09:22:24,US
105,-37.6167,-73.65,Lebu,54.45,89,8,5.57,2022-01-30 09:22:25,CL
106,-46.1333,167.6833,Tuatapere,60.82,92,100,2.33,2022-01-30 09:22:25,NZ
107,20.1986,1.0114,Tessalit,72.52,12,4,16.4,2022-01-30 09:22:26,ML
108,-23.5333,148.1667,Emerald,89.35,40,60,16.15,2022-01-30 09:17:30,AU
109,38.5167,-28.7,Ribeira Grande,57.6,72,40,11.5,2022-01-30 09:22:26,PT
110,-3.6667,152.4333,Namatanai,80.6,80,100,5.64,2022-01-30 09:22:27,PG
111,-5.0167,32.8,Tabora,76.06,64,94,6.51,2022-01-30 09:22:27,TZ
112,-34.0363,23.0471,Knysna,75.58,53,0,8.7,2022-01-30 09:22:28,ZA
113,57.79,-152.4072,Saint Paul Harbor,26.11,68,0,12.66,2022-01-30 09:20:58,US
114,65.282,-126.8329,Norman Wells,-25.56,68,75,6.91,2022-01-30 09:22:29,CA
115,42.25,-2.5,La Rioja,31.78,33,0,3.94,2022-01-30 09:22:29,ES
116,49.5776,111.9753,Kyra,0.77,89,9,1.05,2022-01-30 09:22:29,RU
117,64.8378,-147.7164,Fairbanks,-28.16,71,0,0.0,2022-01-30 09:22:30,US
118,-38.2667,141.9667,Codrington,69.39,81,8,11.83,2022-01-30 09:22:30,AU
119,15.1167,108.8,Quang Ngai,77.76,82,90,8.46,2022-01-30 09:21:46,VN
120,-0.6,73.0833,Hithadhoo,81.75,66,100,3.15,2022-01-30 09:22:31,MV
121,9.7531,122.4739,Cabadiangan,82.85,71,40,5.41,2022-01-30 09:22:31,PH
122,-20.3428,57.7575,Bambous Virieux,86.25,66,40,11.5,2022-01-30 09:22:32,MU
123,71.2906,-156.7887,Barrow,-2.18,78,100,11.5,2022-01-30 09:22:32,US
124,52.6333,29.7333,Forsytheganj,34.27,95,100,14.97,2022-01-30 09:22:32,BY
125,-2.0226,147.2712,Lorengau,81.03,77,100,9.1,2022-01-30 09:22:33,PG
126,40.8021,-124.1637,Eureka,46.6,81,26,2.24,2022-01-30 09:22:33,US
127,46.8167,1.7,Châteauroux,42.93,100,100,3.44,2022-01-30 09:22:33,FR
128,51.55,-9.2667,Skibbereen,40.8,85,100,6.26,2022-01-30 09:22:34,IE
129,62.2266,-6.589,Klaksvík,36.52,79,100,17.13,2022-01-30 09:22:34,FO
130,32.442,105.823,Guangyuan,47.62,52,91,6.42,2022-01-30 09:22:35,CN
131,-35.3333,-72.4167,Constitución,56.43,92,4,4.97,2022-01-30 09:22:35,CL
132,15.5181,73.7626,Candolim,81.73,47,51,11.97,2022-01-30 09:22:35,IN
133,73.5069,80.5464,Dikson,8.15,94,100,15.28,2022-01-30 09:22:36,RU
134,1.6136,16.0517,Ouésso,91.02,16,99,4.23,2022-01-30 09:22:36,CG
135,69.4541,-133.0374,Tuktoyaktuk,-6.5,96,100,17.18,2022-01-30 09:22:36,CA
136,-1.8167,-79.5167,Babahoyo,73.11,99,100,1.92,2022-01-30 09:22:37,EC
137,41.3712,-73.414,Bethel,8.22,48,0,3.0,2022-01-30 09:22:37,US
138,43.0,68.0,South Kazakhstan Region,38.75,39,0,7.92,2022-01-30 09:22:38,KZ
139,71.6872,128.8694,Tiksi,-12.82,100,43,2.89,2022-01-30 09:18:26,RU
140,51.2585,-80.6094,Moose Factory,-14.82,76,0,0.0,2022-01-30 09:22:38,CA
141,64.8569,-147.8028,College,-28.21,71,0,0.0,2022-01-30 09:22:39,US
142,9.5,2.25,Benin,78.66,12,100,11.32,2022-01-30 09:22:39,BJ
143,14.8961,-24.4956,São Filipe,70.74,72,98,13.49,2022-01-30 09:22:39,CV
144,-3.8004,102.2655,Bengkulu,80.55,84,100,6.04,2022-01-30 09:20:29,ID
145,58.3758,58.3211,Gornozavodsk,13.62,90,100,2.91,2022-01-30 09:22:40,RU
146,4.7485,-6.6363,San-Pédro,80.15,80,50,4.32,2022-01-30 09:22:40,CI
147,3.7675,100.9875,Sabak,91.45,66,55,8.7,2022-01-30 09:22:41,MY
148,66.7697,123.3711,Zhigansk,-29.61,99,89,5.41,2022-01-30 09:22:41,RU
149,40.4272,71.7189,Yangi Marg`ilon,43.52,61,77,6.91,2022-01-30 09:22:42,UZ
150,39.7167,140.1167,Akita,29.34,69,75,13.8,2022-01-30 09:19:56,JP
151,59.7035,30.7861,Nikolskoye,27.61,92,100,12.55,2022-01-30 09:22:42,RU
152,-12.9025,45.0761,Boueni,87.78,67,3,5.03,2022-01-30 09:22:43,YT
153,41.1415,-73.3579,Westport,10.78,45,0,1.99,2022-01-30 09:22:43,US
154,26.5881,127.9761,Nago,61.47,84,100,22.37,2022-01-30 09:20:23,JP
155,-20.7833,117.1333,Roebourne,87.75,59,88,28.14,2022-01-30 09:22:44,AU
156,39.05,-27.9833,Lagoa,57.56,66,12,20.6,2022-01-30 09:22:44,PT
157,46.2387,41.2987,Razvilnoye,33.76,89,8,12.53,2022-01-30 09:22:44,RU
158,33.0833,-16.3333,Camacha,60.21,82,20,12.66,2022-01-30 09:22:45,PT
159,6.1241,81.1185,Hambantota,85.26,65,41,13.22,2022-01-30 09:22:45,LK
160,44.8215,33.6045,Uglovoye,44.56,65,89,23.8,2022-01-30 09:22:46,UA
161,-20.3297,-40.2925,Vila Velha,75.94,91,20,1.99,2022-01-30 09:22:46,BR
162,69.4865,88.3972,Talnakh,1.2,97,100,7.87,2022-01-30 09:22:46,RU
163,-40.85,172.8,Takaka,65.55,74,17,2.26,2022-01-30 09:20:31,NZ
164,40.3973,-91.3849,Keokuk,25.77,80,0,17.27,2022-01-30 09:22:47,US
165,5.3505,48.5268,Hobyo,81.03,61,51,21.77,2022-01-30 09:22:48,SO
166,60.1432,-45.2371,Nanortalik,9.79,82,100,9.91,2022-01-30 09:22:48,GL
167,65.5833,-171.0,Lavrentiya,-3.77,87,7,3.89,2022-01-30 09:22:48,RU
168,70.6333,147.9167,Chokurdakh,-25.01,93,71,2.21,2022-01-30 09:20:34,RU
169,-0.1934,-74.7819,Caucayá,73.2,71,100,1.88,2022-01-30 09:22:49,CO
170,72.7868,-56.1549,Upernavik,-6.45,97,100,7.45,2022-01-30 09:22:49,GL
171,62.1564,-7.1664,Vestmanna,34.72,87,100,9.22,2022-01-30 09:22:50,FO
172,33.7397,-116.4128,Rancho Mirage,52.34,26,0,8.05,2022-01-30 09:22:50,US
173,50.0,88.6667,Kosh-Agach,-4.99,78,15,1.19,2022-01-30 09:22:51,RU
174,37.2001,-94.3502,Jasper,36.66,44,0,1.01,2022-01-30 09:22:51,US
175,22.8779,116.067,Jiazi,65.39,51,5,13.85,2022-01-30 09:22:52,CN
176,25.2819,110.2864,Guilin,46.51,61,3,10.63,2022-01-30 09:22:53,CN
177,40.0936,113.2914,Datong,21.78,44,43,19.33,2022-01-30 09:22:54,CN
178,28.5004,-13.8627,Puerto del Rosario,58.75,82,0,5.75,2022-01-30 09:22:54,ES
179,63.8709,11.2999,Straumen,35.6,75,77,21.99,2022-01-30 09:22:55,NO
180,54.3161,-130.3201,Prince Rupert,35.69,93,100,6.91,2022-01-30 09:22:55,CA
181,17.4833,106.6,Kwang Binh,68.45,89,100,11.9,2022-01-30 09:22:36,VN
182,30.67,112.6895,Topaowan,44.15,58,94,1.97,2022-01-30 09:22:56,CN
183,-13.8745,-171.5986,Lufilufi,76.78,73,87,12.84,2022-01-30 09:22:56,WS
184,24.0519,105.075,Liancheng,46.17,88,100,5.68,2022-01-30 09:22:57,CN
185,42.8,93.45,Kumul,28.94,30,74,3.15,2022-01-30 09:22:57,CN
186,-32.4825,-58.2372,Concepción del Uruguay,65.5,83,0,4.0,2022-01-30 09:22:58,AR
187,26.1247,127.6694,Itoman,62.44,88,75,31.07,2022-01-30 09:22:58,JP
188,51.226,-58.6502,Saint-Augustin,27.21,85,100,26.33,2022-01-30 09:22:58,CA
189,-2.9167,-79.8167,Baláo,73.45,96,100,5.73,2022-01-30 09:22:59,EC
190,3.7833,72.9667,Mahibadhoo,82.26,70,69,10.16,2022-01-30 09:22:59,MV
191,9.9022,4.4192,Wawa,77.27,12,100,8.7,2022-01-30 09:22:59,NG
192,-2.9248,-39.9167,Itarema,73.72,92,100,6.44,2022-01-30 09:23:00,BR
193,6.6221,73.07,Kulhudhuffushi,82.71,71,11,14.88,2022-01-30 09:23:00,MV
194,-15.9653,-54.9683,Jaciara,70.34,99,100,3.76,2022-01-30 09:23:00,BR
195,28.3167,109.7167,Jishou,41.14,78,100,4.45,2022-01-30 09:23:01,CN
196,49.5886,81.0453,Shar,16.32,84,100,17.67,2022-01-30 09:23:01,KZ
197,7.5264,-12.505,Bonthe,79.66,68,61,0.45,2022-01-30 09:23:01,SL
198,-17.8786,36.8883,Quelimane,87.75,66,75,9.22,2022-01-30 09:23:02,MZ
199,44.2911,-105.5022,Gillette,34.11,40,0,11.5,2022-01-30 09:23:02,US
200,37.7167,-25.4333,Vila Franca do Campo,58.19,70,38,14.58,2022-01-30 09:23:03,PT
201,58.1671,57.1086,Verkhnechusovskiye Gorodki,4.75,83,99,5.7,2022-01-30 09:23:03,RU
202,12.15,77.1167,Kollegāl,85.39,45,40,7.0,2022-01-30 09:23:03,IN
203,3.0707,172.7902,Butaritari,82.49,79,100,19.19,2022-01-30 09:23:04,KI
204,-20.5833,17.4333,Okakarara,76.98,62,96,11.39,2022-01-30 09:23:04,NA
205,18.6853,12.9164,Bilma,62.33,20,0,18.45,2022-01-30 09:23:05,NE
206,-45.5752,-72.0662,Coyhaique,40.95,75,0,3.44,2022-01-30 09:23:05,CL
207,36.2831,116.4453,Pingyin,43.36,44,6,9.51,2022-01-30 09:23:05,CN
208,69.2167,-51.1,Ilulissat,8.62,52,100,16.11,2022-01-30 09:23:06,GL
209,-0.9492,100.3543,Padang,87.85,79,100,5.99,2022-01-30 09:20:00,ID
210,-23.7,133.8833,Alice Springs,76.55,88,75,11.5,2022-01-30 09:21:19,AU
211,-34.7333,135.8667,Port Lincoln,72.16,69,0,11.5,2022-01-30 09:23:07,AU
212,47.8043,67.7144,Zhezkazgan,21.18,86,100,15.66,2022-01-30 09:23:08,KZ
213,71.9667,102.5,Khatanga,-17.27,93,100,8.05,2022-01-30 09:23:08,RU
214,34.74,60.7756,Tāybād,48.49,41,30,6.71,2022-01-30 09:23:08,IR
215,17.1561,-89.0714,San Ignacio,61.93,91,84,1.52,2022-01-30 09:23:09,BZ
216,-33.0117,17.9442,Saldanha,89.65,62,0,13.15,2022-01-30 09:23:09,ZA
217,36.4072,-105.5731,Taos,17.83,67,0,8.05,2022-01-30 09:23:10,US
218,77.484,-69.3632,Qaanaaq,-10.41,89,97,5.14,2022-01-30 09:23:10,GL
219,-34.0033,24.7314,Kruisfontein,83.88,38,0,11.39,2022-01-30 09:23:10,ZA
220,34.6391,-120.4579,Lompoc,42.12,87,0,0.0,2022-01-30 09:23:11,US
221,1.3038,124.9112,Tondano,75.29,82,97,4.05,2022-01-30 09:23:11,ID
222,5.3833,-52.95,Sinnamary,74.95,88,20,6.91,2022-01-30 09:23:11,GF
223,40.5982,-124.1573,Fortuna,45.79,95,100,0.0,2022-01-30 09:23:12,US
224,20.8947,-156.47,Kahului,71.19,71,0,0.0,2022-01-30 09:23:12,US
225,68.75,161.3,Cherskiy,-27.09,100,57,4.38,2022-01-30 09:23:13,RU
226,-33.0153,27.9116,East London,79.74,65,0,16.11,2022-01-30 09:23:13,ZA
227,-26.9617,-52.5347,Xaxim,62.98,96,21,2.86,2022-01-30 09:23:14,BR
228,26.5412,-77.0636,Marsh Harbour,60.42,62,100,18.5,2022-01-30 09:23:14,BS
229,60.7522,-137.5108,Haines Junction,12.15,62,100,10.36,2022-01-30 09:23:14,CA
230,68.7098,-52.8699,Aasiaat,4.01,91,100,15.93,2022-01-30 09:23:15,GL
231,42.9744,140.5089,Iwanai,18.05,67,100,15.23,2022-01-30 09:18:39,JP
232,46.4856,135.8833,Vostok,-12.06,100,100,2.37,2022-01-30 09:23:15,RU
233,33.6668,-95.5836,Lamar,44.08,41,0,8.48,2022-01-30 09:23:16,US
234,13.7796,124.39,Gigmoto,82.8,78,7,5.48,2022-01-30 09:23:16,PH
235,-0.4536,39.6401,Garissa,89.13,42,70,6.15,2022-01-30 09:23:16,KE
236,1.05,101.2833,Balaipungut,90.01,70,100,3.02,2022-01-30 09:23:17,ID
237,68.2191,-135.0107,Aklavik,-15.77,91,100,9.62,2022-01-30 09:23:17,CA
238,46.7001,-75.4493,Ferme-Neuve,-16.82,97,11,2.64,2022-01-30 09:23:18,CA
239,48.5872,57.1869,Shubarshi,28.36,92,98,12.62,2022-01-30 09:23:18,KZ
240,-35.35,150.4667,Ulladulla,74.95,80,69,7.05,2022-01-30 09:23:18,AU
241,50.6996,-127.4199,Port Hardy,41.18,93,100,21.85,2022-01-30 09:23:19,CA
242,45.2117,36.7161,Taman',43.12,67,32,23.55,2022-01-30 09:23:19,RU
243,43.3236,145.575,Nemuro,9.03,58,81,12.44,2022-01-30 09:21:20,JP
244,29.2747,82.1838,Jumla,54.75,22,0,5.32,2022-01-30 09:23:20,NP
245,20.0058,110.3542,Qiongshan,62.58,94,100,11.18,2022-01-30 09:23:20,CN
246,16.2833,95.6833,Pyapon,87.78,26,5,9.6,2022-01-30 09:23:21,MM
247,-5.3166,119.3661,Galesong,86.02,75,100,9.35,2022-01-30 09:23:21,ID
248,48.7555,-91.6216,Atikokan,-9.02,100,46,3.42,2022-01-30 09:23:21,CA
249,5.4112,100.3354,George Town,88.47,69,20,1.01,2022-01-30 09:22:42,MY
250,59.5667,150.8,Magadan,14.0,77,100,9.44,2022-01-30 09:23:22,RU
251,4.375,-7.7169,Harper,79.75,83,41,4.65,2022-01-30 09:23:22,LR
252,-11.9472,-75.2829,San Jerónimo,46.22,85,100,1.19,2022-01-30 09:23:23,PE
253,-32.035,-52.0986,Rio Grande,59.95,70,31,10.74,2022-01-30 09:23:23,BR
254,12.35,32.1833,Marabba,76.75,12,30,13.35,2022-01-30 09:23:23,SD
255,63.2909,18.7153,Örnsköldsvik,25.75,86,100,16.11,2022-01-30 09:23:24,SE
256,5.4033,125.4636,Sarangani,81.82,70,49,3.62,2022-01-30 09:23:24,PH
257,-20.3167,118.5667,Port Hedland,89.65,62,25,28.77,2022-01-30 09:23:24,AU
258,60.3725,93.0408,Severo-Yeniseyskiy,2.93,97,100,0.89,2022-01-30 09:23:25,RU
259,-3.2997,-60.6206,Manacapuru,75.78,97,100,6.73,2022-01-30 09:23:25,BR
260,12.2188,125.4808,Alugan,81.45,80,19,4.79,2022-01-30 09:21:45,PH
261,-20.8636,-46.3881,Alpinópolis,64.71,97,100,1.99,2022-01-30 09:23:26,BR
262,57.1313,27.2658,Balvi,33.33,98,100,9.8,2022-01-30 09:23:26,LV
263,-20.2078,57.7625,Quatre Cocos,87.1,65,63,15.75,2022-01-30 09:23:27,MU
264,51.6987,17.4374,Krotoszyn,40.48,93,100,32.1,2022-01-30 09:23:27,PL
265,11.3333,-14.9333,Quebo,77.22,30,8,3.8,2022-01-30 09:23:28,GW
266,53.5237,-2.4935,Atherton,36.55,90,58,2.46,2022-01-30 09:23:28,GB
267,-42.7826,147.0587,New Norfolk,67.23,53,9,4.56,2022-01-30 09:23:28,AU
268,69.7008,170.3133,Pevek,-12.21,95,100,1.95,2022-01-30 09:23:29,RU
269,60.3964,-1.353,Brae,35.51,60,100,3.47,2022-01-30 09:23:30,GB
270,-9.4333,159.95,Honiara,79.27,86,100,4.14,2022-01-30 09:22:14,SB
271,-31.4333,152.9167,Port Macquarie,74.97,94,100,0.0,2022-01-30 09:23:31,AU
272,-6.8703,-78.1517,Celendín,50.14,79,87,4.32,2022-01-30 09:23:31,PE
273,10.6167,104.1833,Kampot,86.05,64,43,8.77,2022-01-30 09:23:32,KH
274,38.7992,-9.4469,Colares,53.02,38,0,5.01,2022-01-30 09:23:32,PT
275,-17.2222,-46.8747,Paracatu,65.05,90,33,2.35,2022-01-30 09:23:32,BR
276,-34.0527,23.3716,Plettenberg Bay,75.2,64,1,8.95,2022-01-30 09:23:33,ZA
277,50.7214,136.6319,Solnechnyy,-7.76,100,100,1.34,2022-01-30 09:23:33,RU
278,57.0531,-135.33,Sitka,35.49,75,100,9.22,2022-01-30 09:23:33,US
279,28.3724,-16.7119,Icod de los Vinos,61.0,69,1,3.8,2022-01-30 09:23:34,ES
280,37.1041,-113.5841,Saint George,40.12,32,0,0.0,2022-01-30 09:23:35,US
281,24.4667,54.3667,Abu Dhabi,73.42,56,0,9.22,2022-01-30 09:18:43,AE
282,34.0372,-4.9998,Fes,57.45,47,0,3.44,2022-01-30 09:23:35,MA
283,45.5834,-62.6486,New Glasgow,34.0,83,84,22.5,2022-01-30 09:23:36,CA
284,-8.7676,160.7034,Auki,79.79,86,100,6.15,2022-01-30 09:23:36,SB
285,39.1247,23.7247,Skopelos Town,44.13,71,40,8.05,2022-01-30 09:23:37,GR
286,54.95,49.0667,Bolgar,19.31,94,99,3.94,2022-01-30 09:23:38,RU
287,-8.9266,125.4092,Airai,65.77,81,100,4.38,2022-01-30 09:23:38,TL
288,-38.65,-72.2333,Vilcún,52.54,77,91,1.68,2022-01-30 09:23:38,CL
289,58.8053,-122.7002,Fort Nelson,0.99,78,100,4.61,2022-01-30 09:23:39,CA
290,29.5833,-9.5,Tiznit Province,59.58,26,0,21.83,2022-01-30 09:23:39,MA
291,41.581,1.6172,Igualada,47.23,67,1,1.99,2022-01-30 09:23:40,ES
292,51.5419,38.3657,Nizhnedevitsk,28.45,92,99,15.37,2022-01-30 09:23:40,RU
293,-0.1303,-67.0892,São Gabriel da Cachoeira,73.11,93,100,1.36,2022-01-30 09:23:40,BR
